objectid,parentid,title,creator,date,date-is-approximate?,entry_date,external_resources,address,description,space_syntax,subject,building_type,conservation_state,bibliography,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
ef010geo,ef010,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Effretikon.geojson' target='_blank'>Effretikon.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Effretikon.geojson,,,,
moer011,,Station Building,,1961,,,https://www.sbb.ch/en?nach=9402+Mörschwil+Bahnhofstrasse+55|SBB Journey Planner;https://www.wikidata.org/wiki/Q127421017|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Mörschwil_Station_Building|Wikimedia Commons Category;https://www.openstreetmap.org/way/99510314|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/1080715_0/extendedHtmlPopup|EGID,"Bahnhofstrasse 55, 9402 Mörschwil",,,Building Height;Vertical Wall Openings;Façade Cladding,Passenger Facility;Apartments,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/moer011/library|MOER011 on Zotero,Mörschwil,47.4747,9.41445,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/4/4b/MOER011_Moerschwil_MaxVogt_20240713_180442.jpg,https://commons.wikimedia.org/w/thumb.php?f=MOER011_Moerschwil_MaxVogt_20240713_180442.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=MOER011_Moerschwil_MaxVogt_20240713_180442.jpg&w=400,,
moer011001,moer011,Inventar historischer Bahnhöfe: Mörschwil,<a href='https://foto-ch.ch/persons/detail/34321' target='_blank'>Hans-Peter Bärtschi</a>,,,1983,,,"Dossier im SBB-Archiv, dortige Beschreibung: Information zu Bauherrschaft, Umbauten und zusätzliche Gebäude, Schutzziel betreffend Erhaltung des Bahnhofs, Fotodokumentation, Bewertung der Ursprünglichkeit",,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=539370' target='_blank'>GD_BAU_SBB64_0673</a>,Text;Image;StillImage,application/pdf,de,no license information,,pdf,https://www.sbbarchiv.ch/Dateien/113/D566666.pdf,,,,
moer011002,moer011,Neues Stationsgebäude in Mörschwil / Gleisverbindungen mit Kurvenweichen R=900m in Mörschwil / Meienreussbrücke bei Wassen,unbekannt,,,1960-11,,,11 Bilder,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=262592' target='_blank'>R_4413</a>,Image;StillImage,record,de,no license information,,record,https://www.sbbarchiv.ch/detail.aspx?ID=262592,,,,
moer011geo,moer011,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Mörschwil.geojson' target='_blank'>Mörschwil.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Mörschwil.geojson,,,,
sev012,,Station Building,,1961,,,https://www.sbb.ch/en?nach=9475+Sevelen+Bahnhofstrasse+2|SBB Journey Planner;https://www.wikidata.org/wiki/Q127688072|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Sevelen_Station_Building|Wikimedia Commons Category;https://www.openstreetmap.org/way/244324908|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/502216807_0/extendedHtmlPopup|EGID,"Bahnhofstrasse 2, 9475 Sevelen",,,Building Height;Vertical Wall Openings;Annex,Passenger Facility;Apartments;Rail Infrastructure,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/sev012/library|SEV012 on Zotero,Sevelen,47.12524,9.49382,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/f/f9/2019-09-27_Sevelen_-_Today%27s_Station_SBB.jpg,https://commons.wikimedia.org/w/thumb.php?f=2019-09-27_Sevelen_-_Today%27s_Station_SBB.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=2019-09-27_Sevelen_-_Today%27s_Station_SBB.jpg&w=400,,
sev012001,sev012,2019-09-27 Sevelen - Today's Station SBB,<a href='https://www.flickr.com/people/kecko/' target='_blank'>Kecko</a>,,,2019-09-27,,,,,,,,,,,,<a href='https://www.flickr.com/photos/kecko/albums/72157711116058873/' target='_blank'>Flickr Album 'The History of SBB Station Sevelen'</a>,<a href='https://commons.wikimedia.org/wiki/File:2019-09-27_Sevelen_-_Today%27s_Station_SBB.jpg' target='_blank'>17402517</a>,Image;StillImage,image/jpeg,de,"CC-BY 2.0, Kecko",https://creativecommons.org/licenses/by/2.0/deed.en,image,https://upload.wikimedia.org/wikipedia/commons/f/f9/2019-09-27_Sevelen_-_Today%27s_Station_SBB.jpg,https://commons.wikimedia.org/w/thumb.php?f=2019-09-27_Sevelen_-_Today%27s_Station_SBB.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=2019-09-27_Sevelen_-_Today%27s_Station_SBB.jpg&w=400,,
sev012geo,sev012,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Sevelen.geojson' target='_blank'>Sevelen.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Sevelen.geojson,,,,
ef013,,Railway Goods Shed,,1962,,,https://www.sbb.ch/en?nach=8307+Effretikon+Brandrietstrasse+32|SBB Journey Planner;https://www.wikidata.org/wiki/Q126344414|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Effretikon_Railway_Goods_Shed|Wikimedia Commons Category;https://www.openstreetmap.org/way/121185310|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/9006698_0/extendedHtmlPopup|EGID,"Brandrietstrasse 32, 8307 Effretikon",,,Roof Shape;Parallelism,Cargo Facility,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/ef013/library|EF013 on Zotero,Effretikon,47.42427,8.68653,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/c/c6/Bahnhof_Effretikon_-_G%C3%BCterschuppen_2.jpg,https://commons.wikimedia.org/w/thumb.php?f=Bahnhof_Effretikon_-_G%C3%BCterschuppen_2.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=Bahnhof_Effretikon_-_G%C3%BCterschuppen_2.jpg&w=400,,
ef013001,ef013,Bahnhof Effretikon,,,,1968-03-24,,,see ef042001,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=328362' target='_blank'>AIII_EF_0922</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=328362&DEID=10&SQNZNR=1,,,,
ef013002,ef013,Effretikon: Güterschuppen,"Bauabteilung, Kreis III [BT 3 Hochbau], Pfiffner",,,1929–1962,,,this may just contain plans of the old building,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=262592' target='_blank'>PL_169_00166</a>,Image;StillImage,record,de,no license information,,record,https://www.sbbarchiv.ch/detail.aspx?ID=600943,,,,
ef013geo,ef013,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Effretikon.geojson' target='_blank'>Effretikon.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Effretikon.geojson,,,,
tw014,,Station Building,,1963,,,https://www.sbb.ch/en?nach=8800+Thalwil+Bahnhofstrasse+21|SBB Journey Planner;https://www.wikidata.org/wiki/Q126288073|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Thalwil Station Building|Wikimedia Commons Category;https://www.openstreetmap.org/way/23646201|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/64146_0/extendedHtmlPopup|EGID,"Bahnhofstrasse 21, 8800 Thalwil",,,Vertical Wall Openings;Roof Shape;Apartments;Covered Station Square,Passenger Facility;Apartments,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/tw014/library|TW014 on Zotero,Thalwil,47.29601,8.56483,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/0/0c/TW014_Thalwil_MaxVogt_20240602_154859.jpg,https://commons.wikimedia.org/w/thumb.php?f=TW014_Thalwil_MaxVogt_20240602_154859.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=TW014_Thalwil_MaxVogt_20240602_154859.jpg&w=400,,
tw014geo,tw014,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Thalwil.geojson' target='_blank'>Thalwil.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Thalwil.geojson,,,,
wsee015,,Service Building,,1963,,,https://www.sbb.ch/en?nach=8405+Winterthur+Kanzleistrasse+60.1|SBB Journey Planner;https://www.wikidata.org/wiki/Q126378347|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Seen_Service_Building|Wikimedia Commons Category;https://www.openstreetmap.org/way/1096302906|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201031293_0/extendedHtmlPopup|EGID,"Kanzleistrasse 60.1, 8405 Winterthur","Service building, forms an extension of the old building, pyramidal skylight",,Skylight;Annex,Passenger Facility;Rail Infrastructure,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/wsee015/library|WSEE015 on Zotero,Winterthur,47.48725,8.76685,,,record,compound_object,eng,,,compound_object,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvb016,,Signal Box Building Nord,,1963,,,https://www.sbb.ch/en?nach=8005+Zürich+Neugasse+111|SBB Journey Planner;https://www.wikidata.org/wiki/Q127928040|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Zürich_Signal_Box_Nord|Wikimedia Commons Category;https://www.openstreetmap.org/way/56016381|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/302004817_0/extendedHtmlPopup|EGID,"Neugasse 111, 8005 Zürich","Signal Box building, tower architecture, tunnel access, later changes",,Building Height;Tower,Rail Infrastructure,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/zvb016/library|ZVB016 on Zotero,Zürich,47.38337,8.52489,,,record,compound_object,eng,,,compound_object,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvb017,,Central Signal Box Building,,1963,,,https://www.sbb.ch/en?nach=8006+Zürich+Gustav-Gull-Platz+6|SBB Journey Planner;https://www.wikidata.org/wiki/Q30322683|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Zentralstellwerk_Zürich|Wikimedia Commons Category;https://www.openstreetmap.org/way/73306057|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/302004816_0/extendedHtmlPopup|EGID,"Gustav-Gull-Platz 6, 8004 Zürich","Signal Box building, tower architecture",,Building Height;City Gate Metaphor;Pulpit,Rail Infrastructure,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/zvb017/library|ZVB017 on Zotero,Zürich,47.37982,8.53112,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/0/09/SBB_Historic_-_F_122_01237_002_-_Zuerich_HB_Zentralstellwerk_Bahnseite.jpg,https://commons.wikimedia.org/w/thumb.php?f=SBB_Historic_-_F_122_01237_002_-_Zuerich_HB_Zentralstellwerk_Bahnseite.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=SBB_Historic_-_F_122_01237_002_-_Zuerich_HB_Zentralstellwerk_Bahnseite.jpg&w=400,,
zvb017001,zvb017,Zentralstellwerk Zürich,<a href='https://www.flickr.com/photos/philipp75/' target='_blank'>Philipp Messner</a>,,,2009-04-03,,,,,,,,,,,,<a href='https://www.flickr.com/photos/philipp75/albums/72157616171009247/with/42701479814' target='_blank'>Flickr Album 'Zürich'</a>,<a href='https://www.flickr.com/photos/philipp75/3411768203/' target='_blank'>philipp75/3411768203</a>,Image;StillImage,image/jpeg,eng,"CC-BY NC 2.0, Philipp Messner",https://creativecommons.org/licenses/by-nc/2.0/,image,https://live.staticflickr.com/3359/3411768203_a8e8193420_o.jpg,https://live.staticflickr.com/3359/3411768203_dd3862b3bc_c.jpg,https://live.staticflickr.com/3359/3411768203_dd3862b3bc_w.jpg,,
zvb017002,zvb017,Zürich HB: Zentralstellwerk,,,,1959–2000,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=601427' target='_blank'>PL_169_00650</a>,Text;Image;StillImage,record,de,no license information,,record,https://www.sbbarchiv.ch/detail.aspx?ID=601427,,,,
zvb017003,zvb017,"Zürich, Vorbahnhof, Weichen, Leichtstahlwagen, EW I, Güterzug, Zentralstellwerk, Ee 3/3",unknown,,,1966-06,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=213592' target='_blank'>C_0026_0020</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=213592&DEID=10&SQNZNR=1,,,,
zvb017004,zvb017,"Zürich HB, Ausfahrsignale aus Hallengleisen, Zentralstellwerk",unknown,,,1970-12,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=213737' target='_blank'>C_0031_0145</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=213737&DEID=10&SQNZNR=1,,,,
zvb017005,zvb017,"Zürich HB, Zentralstellwerk, Vorortszug, RABDe 12/12",unknown,,,1966-07,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=213726' target='_blank'>C_0031_0134</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=213726&DEID=10&SQNZNR=1,,,,
zvb017006,zvb017,"Zürich HB, Zentralstellwerk, Bahnhofgelände, Ee3/3 mit Rangierkomp, Rangiersignal, RBe 4/4",unknown,,,1965-04,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=213696' target='_blank'>C_0031_0105</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=213696&DEID=10&SQNZNR=1,,,,
zvb017007,zvb017,"Zürich HB, Zentralstellwerk, Bahnhofgelände, EW I",unknown,,,1965-04,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=213695' target='_blank'>C_0031_0104</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=213695&DEID=10&SQNZNR=1,,,,
zvb017008,zvb017,"Zürich HB, Neues Zentralstellwerk, Re 4/4 I - Pendel mit EW I",unknown,,,1963-04,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=214008' target='_blank'>C_0040_0081</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=214008&DEID=10&SQNZNR=1,,,,
zvb017009,zvb017,"Zürich HB, Blick vom Zentralstellwerk gegen Westen, Ae 4/7, Personenzug, Ee 3/3, Re 4/4 I",unknown,,,1962-07,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=214001' target='_blank'>C_0040_0074</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=214001&DEID=10&SQNZNR=1,,,,
zvb017010,zvb017,"Zürich HB, Ausfahrsignale aus Hallengleisen, Zentralstellwerk, Zwergsignal",unknown,,,1970-12,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=213738' target='_blank'>C_0031_0146</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=213738&DEID=10&SQNZNR=1,,,,
zvb017011,zvb017,"Zürich, Blick aus dem Führerstand, Ausfahrt aus dem Hauptbahnhof, Re 4/4 II, Zentralstellwerk",unknown,,,1971-03,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=470589' target='_blank'>R_5785_06</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=470589&DEID=10&SQNZNR=1,,,,
zvb017012,zvb017,Zürich HB. Zentralstellwerk innen,unknown,,,1966-12,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=346993' target='_blank'>R_5286_11</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=346993&DEID=10&SQNZNR=1,,,,
zvb017013,zvb017,"Zürich Hauptbahnhof, neues Zentralstellwerk, RAe TEE II, EW I",unknown,,,1963-04,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=238101' target='_blank'>C_0048_0236</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=238101&DEID=10&SQNZNR=1,,,,
zvb017014,zvb017,"Zürich HB, Blick zum Zentralstellwerk, Ausfahrender Schnellzug mit RBe 4/4 und Leichtstahlwagen, Ee 3/3",unknown,,,1966-06,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=214097' target='_blank'>C_0040_0180</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=214097&DEID=10&SQNZNR=1,,,,
zvb017015,zvb017,"Zürich HB, Neues Zentralstellwerk, ausfahrende Züge mit Ae 4/7 und Ae 3/6 I, Güterzug",unknown,,,1963-04,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=214009' target='_blank'>C_0040_0082</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=214009&DEID=10&SQNZNR=1,,,,
zvb017016,zvb017,"Einfahrende und ausfahrende Züge im Zürcher Vorbahnhof mit Gleiszeigerbrücke und Zentralstellwerk, im Vordergrund eine Bäseler-Weiche",unknown,,,1972-01,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=471791' target='_blank'>R_5873_03</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=471791&DEID=10&SQNZNR=1,,,,
zvb017017,zvb017,"Verlängertes Perron Gleis 16 in Zürich HB, im Hintergrund Zentralstellwerk",<a href='https://foto-ch.ch/persons/detail/24289' target='_blank'>Alfred Gfeller</a>,,,1980-12,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=695365' target='_blank'>R_7007_03</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=695365&DEID=10&SQNZNR=1,,,,
zvb017018,zvb017,"Ausfahrt Zürich Hauptbahnhof mit Zentralstellwerk und Signalbrücke, Triebzug RAe TEE II",unknown,,,1973-08,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=473703' target='_blank'>R_6010_09</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=473703&DEID=10&SQNZNR=1,,,,
zvb017019,zvb017,"Ausfahrt Zürich Hauptbahnhof mit Zentralstellwerk und Signalbrücke, Triebwagen RAe 2/4 1001 Roter Pfeil",unknown,,,1973-08,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=473699' target='_blank'>R_6010_05</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=473699&DEID=10&SQNZNR=1,,,,
zvb017020,zvb017,"Ausfahrt Zürich Hauptbahnhof mit Zentralstellwerk und Signalbrücke, mit Triebzug RAe TEE II",unknown,,,1973-08,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=473698' target='_blank'>R_6010_04</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=473698&DEID=10&SQNZNR=1,,,,
zvb017021,zvb017,"Ausfahrt Zürich Hauptbahnhof mit Zentralstellwerk und Signalbrücke, Schnellzug mit Lokomotive Re 4/4 11280 undReisezugwagen Bm RIC UI",unknown,,,1973-08,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=473697' target='_blank'>R_6010_03</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=473697&DEID=10&SQNZNR=1,,,,
zvb017022,zvb017,"Ausfahrt Zürich Hauptbahnhof mit Zentralstellwerk und Signalbrücke, Schnellzug mit Lokomotive Re 4/4 11239 und Einheitswagen",unknown,,,1973-08,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=473695' target='_blank'>R_6010_01</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=473695&DEID=10&SQNZNR=1,,,,
zvb017023,zvb017,"SBB Zürich 1986, ein Oldie",<a href='https://www.youtube.com/@003Sokrates' target='_blank'>Claus Ohmann</a>,,,1986,,,Zentralstellwerk Zürich shown from timestamp 18:45 to 19:42,,,,,,,,,<a href='https://www.youtube.com/@003Sokrates' target='_blank'>003Sokrates - Claus Ohmann (YouTube Channel)</a>,<a href='https://www.youtube.com/watch?v=Ds90Mi8slWo' target='_blank'>Ds90Mi8slWo</a>,Video,video,de,no license information,,video,https://www.youtube.com/watch?v=Ds90Mi8slWo&t=1126s,https://img.youtube.com/vi/Ds90Mi8slWo/sddefault.jpg,https://img.youtube.com/vi/Ds90Mi8slWo/0.jpg,,
zvb017024,zvb017,Webcam Zürich HB (Livestream),<a href='https://www.youtube.com/@davidgubler7698' target='_blank'>David Gubler</a>,,,2022-07-15,,,"Livestream of Zürich HB. The signal box building by Max Vogt is to the left, with the high-rise buildings of Europaallee around it.",,,,,,,,,<a href='https://www.youtube.com/@davidgubler7698' target='_blank'> davidgubler7698 (YouTube Channel)</a>,<a href='https://www.youtube.com/watch?v=kHwmzef842g' target='_blank'>kHwmzef842g</a>,Video,video,de,no license information,,video,https://www.youtube.com/watch?v=kHwmzef842g,https://img.youtube.com/vi/kHwmzef842g/sddefault.jpg,https://img.youtube.com/vi/kHwmzef842g/0.jpg,,
